Park,Date/Time,Wait Time
EPCOT,2022-02-11 15:55:00,31
EPCOT,2022-02-11 16:00:00,32
EPCOT,2022-02-11 16:05:00,32
EPCOT,2022-02-11 16:10:00,32
EPCOT,2022-02-11 16:15:00,32
EPCOT,2022-02-11 16:20:00,32
EPCOT,2022-02-11 16:25:00,32
EPCOT,2022-02-11 16:30:00,32
EPCOT,2022-02-11 16:35:00,32
EPCOT,2022-02-11 16:40:00,32
EPCOT,2022-02-11 16:45:00,33
EPCOT,2022-02-11 16:50:00,34
EPCOT,2022-02-11 16:55:00,33
EPCOT,2022-02-11 17:00:00,33
EPCOT,2022-02-11 17:05:00,32
EPCOT,2022-02-11 17:10:00,31
EPCOT,2022-02-11 17:15:00,31
EPCOT,2022-02-11 17:20:00,35
EPCOT,2022-02-11 17:25:00,34
EPCOT,2022-02-11 17:30:00,34
EPCOT,2022-02-11 17:35:00,35
EPCOT,2022-02-11 17:40:00,36
EPCOT,2022-02-11 17:45:00,35
EPCOT,2022-02-11 17:50:00,32
EPCOT,2022-02-11 17:55:00,32
EPCOT,2022-02-11 18:00:00,32
EPCOT,2022-02-11 18:05:00,32
EPCOT,2022-02-11 18:10:00,34
EPCOT,2022-02-11 18:15:00,34
EPCOT,2022-02-11 18:20:00,34
EPCOT,2022-02-11 18:25:00,34
EPCOT,2022-02-11 18:30:00,34
EPCOT,2022-02-11 18:35:00,34
EPCOT,2022-02-11 18:40:00,34
EPCOT,2022-02-11 18:45:00,34
EPCOT,2022-02-11 18:50:00,34
EPCOT,2022-02-11 18:55:00,32
EPCOT,2022-02-11 19:00:00,30
EPCOT,2022-02-11 19:05:00,30
EPCOT,2022-02-11 19:10:00,30
EPCOT,2022-02-11 19:15:00,30
EPCOT,2022-02-11 19:20:00,34
EPCOT,2022-02-11 19:25:00,32
EPCOT,2022-02-11 19:50:00,30
EPCOT,2022-02-11 19:55:00,28
EPCOT,2022-02-11 20:00:00,28
EPCOT,2022-02-11 20:05:00,27
EPCOT,2022-02-11 20:10:00,24
EPCOT,2022-02-11 20:15:00,24
EPCOT,2022-02-11 20:20:00,22
EPCOT,2022-02-11 20:25:00,22
EPCOT,2022-02-11 20:30:00,21
EPCOT,2022-02-11 20:35:00,20
EPCOT,2022-02-11 20:40:00,20
EPCOT,2022-02-11 20:45:00,21
EPCOT,2022-02-11 20:50:00,20
EPCOT,2022-02-11 20:55:00,18
EPCOT,2022-02-11 21:00:00,18
EPCOT,2022-02-12 08:35:00,18
EPCOT,2022-02-12 08:40:00,14
EPCOT,2022-02-12 08:45:00,12
EPCOT,2022-02-12 08:50:00,12
EPCOT,2022-02-12 08:55:00,12
EPCOT,2022-02-12 09:00:00,12
EPCOT,2022-02-12 09:05:00,13
EPCOT,2022-02-12 09:10:00,16
EPCOT,2022-02-12 09:15:00,15
EPCOT,2022-02-12 09:20:00,18
EPCOT,2022-02-12 09:25:00,19
EPCOT,2022-02-12 09:30:00,19
EPCOT,2022-02-12 09:35:00,20
EPCOT,2022-02-12 09:40:00,20
EPCOT,2022-02-12 09:45:00,22
EPCOT,2022-02-12 09:50:00,21
EPCOT,2022-02-12 09:55:00,21
EPCOT,2022-02-12 10:00:00,23
EPCOT,2022-02-12 10:05:00,23
EPCOT,2022-02-12 10:10:00,25
EPCOT,2022-02-12 10:15:00,25
EPCOT,2022-02-12 10:20:00,25
EPCOT,2022-02-12 10:25:00,28
EPCOT,2022-02-12 10:30:00,28
EPCOT,2022-02-12 10:35:00,28
EPCOT,2022-02-12 10:40:00,28
EPCOT,2022-02-12 10:45:00,29
EPCOT,2022-02-12 10:50:00,29
EPCOT,2022-02-12 10:55:00,28
EPCOT,2022-02-12 11:00:00,29
EPCOT,2022-02-12 11:05:00,30
EPCOT,2022-02-12 11:10:00,30
EPCOT,2022-02-12 11:15:00,32
EPCOT,2022-02-12 11:20:00,31
EPCOT,2022-02-12 11:25:00,33
EPCOT,2022-02-12 11:30:00,33
EPCOT,2022-02-12 11:35:00,34
EPCOT,2022-02-12 11:40:00,31
EPCOT,2022-02-12 11:45:00,31
EPCOT,2022-02-12 11:50:00,32
EPCOT,2022-02-12 11:55:00,32
EPCOT,2022-02-12 12:00:00,33
EPCOT,2022-02-12 12:05:00,30
EPCOT,2022-02-12 12:10:00,30
EPCOT,2022-02-12 12:15:00,30
EPCOT,2022-02-12 12:20:00,30
EPCOT,2022-02-12 12:25:00,30
EPCOT,2022-02-12 12:30:00,30
EPCOT,2022-02-12 12:35:00,26
EPCOT,2022-02-12 12:40:00,25
EPCOT,2022-02-12 12:45:00,25
EPCOT,2022-02-12 12:50:00,33
EPCOT,2022-02-12 12:55:00,33
EPCOT,2022-02-12 13:00:00,33
EPCOT,2022-02-12 13:05:00,32
EPCOT,2022-02-12 13:10:00,30
EPCOT,2022-02-12 13:15:00,30
EPCOT,2022-02-12 13:20:00,30
EPCOT,2022-02-12 13:25:00,29
EPCOT,2022-02-12 13:30:00,29
EPCOT,2022-02-12 13:35:00,29
EPCOT,2022-02-12 13:40:00,28
EPCOT,2022-02-12 13:45:00,28
EPCOT,2022-02-12 13:50:00,28
EPCOT,2022-02-12 13:55:00,28
EPCOT,2022-02-12 14:00:00,28
EPCOT,2022-02-12 14:05:00,28
EPCOT,2022-02-12 14:10:00,25
EPCOT,2022-02-12 14:15:00,25
EPCOT,2022-02-12 14:20:00,25
EPCOT,2022-02-12 14:25:00,25
EPCOT,2022-02-12 14:30:00,25
EPCOT,2022-02-12 14:35:00,25
EPCOT,2022-02-12 14:40:00,29
EPCOT,2022-02-12 14:45:00,30
EPCOT,2022-02-12 14:50:00,32
EPCOT,2022-02-12 14:55:00,31
EPCOT,2022-02-12 15:00:00,31
EPCOT,2022-02-12 15:05:00,32
EPCOT,2022-02-12 15:10:00,32
EPCOT,2022-02-12 15:15:00,32
EPCOT,2022-02-12 15:20:00,32
EPCOT,2022-02-12 15:25:00,32
EPCOT,2022-02-12 15:30:00,31
EPCOT,2022-02-12 15:35:00,31
EPCOT,2022-02-12 15:40:00,32
EPCOT,2022-02-12 15:45:00,30
EPCOT,2022-02-12 15:50:00,30
EPCOT,2022-02-12 15:55:00,30
EPCOT,2022-02-12 16:00:00,30
EPCOT,2022-02-12 16:05:00,32
EPCOT,2022-02-12 16:10:00,31
EPCOT,2022-02-12 16:15:00,33
EPCOT,2022-02-12 16:20:00,33
EPCOT,2022-02-12 16:25:00,34
EPCOT,2022-02-12 16:30:00,34
EPCOT,2022-02-12 16:35:00,32
EPCOT,2022-02-12 16:40:00,33
EPCOT,2022-02-12 16:45:00,35
EPCOT,2022-02-12 16:50:00,35
EPCOT,2022-02-12 16:55:00,35
EPCOT,2022-02-12 17:00:00,36
EPCOT,2022-02-12 17:05:00,36
EPCOT,2022-02-12 17:10:00,38
EPCOT,2022-02-12 17:15:00,38
EPCOT,2022-02-12 17:20:00,38
EPCOT,2022-02-12 17:25:00,38
EPCOT,2022-02-12 17:30:00,38
EPCOT,2022-02-12 17:35:00,38
EPCOT,2022-02-12 17:40:00,38
EPCOT,2022-02-12 17:45:00,38
EPCOT,2022-02-12 17:50:00,26
EPCOT,2022-02-12 17:55:00,26
EPCOT,2022-02-12 18:00:00,26
EPCOT,2022-02-12 18:05:00,25
EPCOT,2022-02-12 18:10:00,26
EPCOT,2022-02-12 18:15:00,26
EPCOT,2022-02-12 18:20:00,28
EPCOT,2022-02-12 18:25:00,26
EPCOT,2022-02-12 18:30:00,26
EPCOT,2022-02-12 18:35:00,40
EPCOT,2022-02-12 18:40:00,38
EPCOT,2022-02-12 18:45:00,38
EPCOT,2022-02-12 18:50:00,37
EPCOT,2022-02-12 18:55:00,38
EPCOT,2022-02-12 19:00:00,38
EPCOT,2022-02-12 19:05:00,37
EPCOT,2022-02-12 19:10:00,35
EPCOT,2022-02-12 19:15:00,35
EPCOT,2022-02-12 19:20:00,33
EPCOT,2022-02-12 19:25:00,33
EPCOT,2022-02-12 19:30:00,33
EPCOT,2022-02-12 19:35:00,29
EPCOT,2022-02-12 19:40:00,29
EPCOT,2022-02-12 19:45:00,28
EPCOT,2022-02-12 19:50:00,28
EPCOT,2022-02-12 19:55:00,25
EPCOT,2022-02-12 20:00:00,22
EPCOT,2022-02-12 20:05:00,21
EPCOT,2022-02-12 20:10:00,21
EPCOT,2022-02-12 20:15:00,21
EPCOT,2022-02-12 20:20:00,19
EPCOT,2022-02-12 20:25:00,18
EPCOT,2022-02-12 20:30:00,18
EPCOT,2022-02-12 20:35:00,18
EPCOT,2022-02-12 20:40:00,18
EPCOT,2022-02-12 20:45:00,19
EPCOT,2022-02-12 20:50:00,19
EPCOT,2022-02-12 20:55:00,19
EPCOT,2022-02-12 21:00:00,16
EPCOT,2022-02-13 09:35:00,11
EPCOT,2022-02-13 09:40:00,14
EPCOT,2022-02-13 09:45:00,16
EPCOT,2022-02-13 09:50:00,18
EPCOT,2022-02-13 09:55:00,25
EPCOT,2022-02-13 10:00:00,25
EPCOT,2022-02-13 10:05:00,25
EPCOT,2022-02-13 10:10:00,24
EPCOT,2022-02-13 10:15:00,24
EPCOT,2022-02-13 10:20:00,25
EPCOT,2022-02-13 10:25:00,23
EPCOT,2022-02-13 10:30:00,23
EPCOT,2022-02-13 10:35:00,23
EPCOT,2022-02-13 10:40:00,24
EPCOT,2022-02-13 10:45:00,23
EPCOT,2022-02-13 10:50:00,23
EPCOT,2022-02-13 10:55:00,24
EPCOT,2022-02-13 11:00:00,26
EPCOT,2022-02-13 11:05:00,25
EPCOT,2022-02-13 11:10:00,26
EPCOT,2022-02-13 11:15:00,26
EPCOT,2022-02-13 11:20:00,25
EPCOT,2022-02-13 11:25:00,24
EPCOT,2022-02-13 11:30:00,23
EPCOT,2022-02-13 11:35:00,23
EPCOT,2022-02-13 11:40:00,23
EPCOT,2022-02-13 11:45:00,23
EPCOT,2022-02-13 11:50:00,23
EPCOT,2022-02-13 11:55:00,25
EPCOT,2022-02-13 12:00:00,25
EPCOT,2022-02-13 12:05:00,25
EPCOT,2022-02-13 12:10:00,25
EPCOT,2022-02-13 12:15:00,23
EPCOT,2022-02-13 12:20:00,23
EPCOT,2022-02-13 12:25:00,26
EPCOT,2022-02-13 12:30:00,26
EPCOT,2022-02-13 12:35:00,26
EPCOT,2022-02-13 12:40:00,26
EPCOT,2022-02-13 12:45:00,26
EPCOT,2022-02-13 12:50:00,25
EPCOT,2022-02-13 12:55:00,24
EPCOT,2022-02-13 13:00:00,24
EPCOT,2022-02-13 13:05:00,28
EPCOT,2022-02-13 13:10:00,26
EPCOT,2022-02-13 13:15:00,26
EPCOT,2022-02-13 13:20:00,27
EPCOT,2022-02-13 13:25:00,28
EPCOT,2022-02-13 13:30:00,28
EPCOT,2022-02-13 13:35:00,28
EPCOT,2022-02-13 13:40:00,31
EPCOT,2022-02-13 13:45:00,29
EPCOT,2022-02-13 13:50:00,29
EPCOT,2022-02-13 13:55:00,28
EPCOT,2022-02-13 14:00:00,28
EPCOT,2022-02-13 14:05:00,27
EPCOT,2022-02-13 14:10:00,27
EPCOT,2022-02-13 14:15:00,27
EPCOT,2022-02-13 14:20:00,24
EPCOT,2022-02-13 14:25:00,27
EPCOT,2022-02-13 14:30:00,26
EPCOT,2022-02-13 14:35:00,24
EPCOT,2022-02-13 14:40:00,24
EPCOT,2022-02-13 14:45:00,23
EPCOT,2022-02-13 14:50:00,25
EPCOT,2022-02-13 14:55:00,25
EPCOT,2022-02-13 15:00:00,27
EPCOT,2022-02-13 15:05:00,26
EPCOT,2022-02-13 15:10:00,26
EPCOT,2022-02-13 15:15:00,26
EPCOT,2022-02-13 15:20:00,26
EPCOT,2022-02-13 15:25:00,26
EPCOT,2022-02-13 15:30:00,28
EPCOT,2022-02-13 15:35:00,29
EPCOT,2022-02-13 15:40:00,30
EPCOT,2022-02-13 15:45:00,30
EPCOT,2022-02-13 15:50:00,30
EPCOT,2022-02-13 15:55:00,29
EPCOT,2022-02-13 16:00:00,28
EPCOT,2022-02-13 16:05:00,28
EPCOT,2022-02-13 16:10:00,27
EPCOT,2022-02-13 16:15:00,27
EPCOT,2022-02-13 16:20:00,27
EPCOT,2022-02-13 16:25:00,27
EPCOT,2022-02-13 16:30:00,26
EPCOT,2022-02-13 16:35:00,26
EPCOT,2022-02-13 16:40:00,26
EPCOT,2022-02-13 16:45:00,26
EPCOT,2022-02-13 16:50:00,25
EPCOT,2022-02-13 16:55:00,25
EPCOT,2022-02-13 17:00:00,25
EPCOT,2022-02-13 17:05:00,24
EPCOT,2022-02-13 17:10:00,24
EPCOT,2022-02-13 17:15:00,25
EPCOT,2022-02-13 17:20:00,25
EPCOT,2022-02-13 17:25:00,25
EPCOT,2022-02-13 17:30:00,27
EPCOT,2022-02-13 17:35:00,26
EPCOT,2022-02-13 17:40:00,25
EPCOT,2022-02-13 17:45:00,25
EPCOT,2022-02-13 17:50:00,24
EPCOT,2022-02-13 17:55:00,23
EPCOT,2022-02-13 18:00:00,23
EPCOT,2022-02-13 18:05:00,26
EPCOT,2022-02-13 18:10:00,26
EPCOT,2022-02-13 18:15:00,26
EPCOT,2022-02-13 18:20:00,26
EPCOT,2022-02-13 18:25:00,24
EPCOT,2022-02-13 18:30:00,24
EPCOT,2022-02-13 18:35:00,30
EPCOT,2022-02-13 18:40:00,28
EPCOT,2022-02-13 18:45:00,28
EPCOT,2022-02-13 18:50:00,26
EPCOT,2022-02-13 18:55:00,26
EPCOT,2022-02-13 19:00:00,26
EPCOT,2022-02-13 19:05:00,26
EPCOT,2022-02-13 19:10:00,25
EPCOT,2022-02-13 19:15:00,25
EPCOT,2022-02-13 19:20:00,25
EPCOT,2022-02-13 19:25:00,25
EPCOT,2022-02-13 19:30:00,25
EPCOT,2022-02-13 19:35:00,21
EPCOT,2022-02-13 19:40:00,21
EPCOT,2022-02-13 19:45:00,22
EPCOT,2022-02-13 19:50:00,22
EPCOT,2022-02-13 19:55:00,21
EPCOT,2022-02-13 20:00:00,20
EPCOT,2022-02-13 20:05:00,20
EPCOT,2022-02-13 20:10:00,20
EPCOT,2022-02-13 20:15:00,20
EPCOT,2022-02-13 20:20:00,18
EPCOT,2022-02-13 20:25:00,18
EPCOT,2022-02-13 20:30:00,18
EPCOT,2022-02-13 20:35:00,15
EPCOT,2022-02-13 20:40:00,14
EPCOT,2022-02-13 20:45:00,14
EPCOT,2022-02-13 20:50:00,13
EPCOT,2022-02-13 20:55:00,13
EPCOT,2022-02-13 21:00:00,10
EPCOT,2022-02-14 09:35:00,12
EPCOT,2022-02-14 09:40:00,27
EPCOT,2022-02-14 09:45:00,27
EPCOT,2022-02-14 09:50:00,27
EPCOT,2022-02-14 09:55:00,28
EPCOT,2022-02-14 10:00:00,31
EPCOT,2022-02-14 10:05:00,25
EPCOT,2022-02-14 10:10:00,23
EPCOT,2022-02-14 10:15:00,27
EPCOT,2022-02-14 10:20:00,28
EPCOT,2022-02-14 10:25:00,30
EPCOT,2022-02-14 10:30:00,30
EPCOT,2022-02-14 10:35:00,30
EPCOT,2022-02-14 10:40:00,30
EPCOT,2022-02-14 10:45:00,28
EPCOT,2022-02-14 10:50:00,30
EPCOT,2022-02-14 10:55:00,32
EPCOT,2022-02-14 11:00:00,31
EPCOT,2022-02-14 11:05:00,30
EPCOT,2022-02-14 11:10:00,30
EPCOT,2022-02-14 11:15:00,31
EPCOT,2022-02-14 11:20:00,33
EPCOT,2022-02-14 11:25:00,33
EPCOT,2022-02-14 11:30:00,35
EPCOT,2022-02-14 11:35:00,37
EPCOT,2022-02-14 11:40:00,37
EPCOT,2022-02-14 11:45:00,38
EPCOT,2022-02-14 11:50:00,39
EPCOT,2022-02-14 11:55:00,39
EPCOT,2022-02-14 12:00:00,40
EPCOT,2022-02-14 12:05:00,36
EPCOT,2022-02-14 12:10:00,35
EPCOT,2022-02-14 12:15:00,35
EPCOT,2022-02-14 12:20:00,35
EPCOT,2022-02-14 12:25:00,36
EPCOT,2022-02-14 12:30:00,36
EPCOT,2022-02-14 12:35:00,39
EPCOT,2022-02-14 12:40:00,39
EPCOT,2022-02-14 12:45:00,38
EPCOT,2022-02-14 12:50:00,38
EPCOT,2022-02-14 12:55:00,38
EPCOT,2022-02-14 13:00:00,32
EPCOT,2022-02-14 13:05:00,30
EPCOT,2022-02-14 13:10:00,28
EPCOT,2022-02-14 13:15:00,27
EPCOT,2022-02-14 13:20:00,27
EPCOT,2022-02-14 13:25:00,26
EPCOT,2022-02-14 13:30:00,26
EPCOT,2022-02-14 13:35:00,24
EPCOT,2022-02-14 13:40:00,22
EPCOT,2022-02-14 13:45:00,25
EPCOT,2022-02-14 13:50:00,25
EPCOT,2022-02-14 13:55:00,26
EPCOT,2022-02-14 14:00:00,27
EPCOT,2022-02-14 14:05:00,27
EPCOT,2022-02-14 14:10:00,28
EPCOT,2022-02-14 14:15:00,28
EPCOT,2022-02-14 14:20:00,28
EPCOT,2022-02-14 14:25:00,27
EPCOT,2022-02-14 14:30:00,27
EPCOT,2022-02-14 14:35:00,30
EPCOT,2022-02-14 14:40:00,30
EPCOT,2022-02-14 14:45:00,30
EPCOT,2022-02-14 14:50:00,31
EPCOT,2022-02-14 14:55:00,34
EPCOT,2022-02-14 15:00:00,35
EPCOT,2022-02-14 15:05:00,35
EPCOT,2022-02-14 15:10:00,34
EPCOT,2022-02-14 15:15:00,34
EPCOT,2022-02-14 15:20:00,34
EPCOT,2022-02-14 15:25:00,34
EPCOT,2022-02-14 15:30:00,34
EPCOT,2022-02-14 15:35:00,33
EPCOT,2022-02-14 15:40:00,34
EPCOT,2022-02-14 15:45:00,34
EPCOT,2022-02-14 15:50:00,32
EPCOT,2022-02-14 15:55:00,28
EPCOT,2022-02-14 16:00:00,28
EPCOT,2022-02-14 16:05:00,35
EPCOT,2022-02-14 16:10:00,35
EPCOT,2022-02-14 16:15:00,36
EPCOT,2022-02-14 16:20:00,30
EPCOT,2022-02-14 16:25:00,30
EPCOT,2022-02-14 16:30:00,28
EPCOT,2022-02-14 16:35:00,29
EPCOT,2022-02-14 16:40:00,28
EPCOT,2022-02-14 16:45:00,28
EPCOT,2022-02-14 16:50:00,29
EPCOT,2022-02-14 16:55:00,26
EPCOT,2022-02-14 17:00:00,26
EPCOT,2022-02-14 17:05:00,26
EPCOT,2022-02-14 17:10:00,26
EPCOT,2022-02-14 17:15:00,29
EPCOT,2022-02-14 17:20:00,31
EPCOT,2022-02-14 17:25:00,37
EPCOT,2022-02-14 17:30:00,37
EPCOT,2022-02-14 17:35:00,38
EPCOT,2022-02-14 17:40:00,38
EPCOT,2022-02-14 17:45:00,38
EPCOT,2022-02-14 17:50:00,36
EPCOT,2022-02-14 17:55:00,36
EPCOT,2022-02-14 18:00:00,36
EPCOT,2022-02-14 18:05:00,36
EPCOT,2022-02-14 18:10:00,35
EPCOT,2022-02-14 18:15:00,35
EPCOT,2022-02-14 18:20:00,35
EPCOT,2022-02-14 18:25:00,34
EPCOT,2022-02-14 18:30:00,34
EPCOT,2022-02-14 18:35:00,32
EPCOT,2022-02-14 18:40:00,32
EPCOT,2022-02-14 18:45:00,32
EPCOT,2022-02-14 18:50:00,34
EPCOT,2022-02-14 18:55:00,38
EPCOT,2022-02-14 19:00:00,38
EPCOT,2022-02-14 19:05:00,39
EPCOT,2022-02-14 19:10:00,38
EPCOT,2022-02-14 19:15:00,38
EPCOT,2022-02-14 19:20:00,35
EPCOT,2022-02-14 19:25:00,35
EPCOT,2022-02-14 19:30:00,36
EPCOT,2022-02-14 19:35:00,33
EPCOT,2022-02-14 19:40:00,33
EPCOT,2022-02-14 19:45:00,33
EPCOT,2022-02-14 19:50:00,33
EPCOT,2022-02-14 19:55:00,30
EPCOT,2022-02-14 20:00:00,29
EPCOT,2022-02-14 20:05:00,29
EPCOT,2022-02-14 20:10:00,27
EPCOT,2022-02-14 20:15:00,26
EPCOT,2022-02-14 20:20:00,25
EPCOT,2022-02-14 20:25:00,25
EPCOT,2022-02-14 20:30:00,25
EPCOT,2022-02-14 20:35:00,25
EPCOT,2022-02-14 20:40:00,20
EPCOT,2022-02-14 20:45:00,20
EPCOT,2022-02-14 20:50:00,18
EPCOT,2022-02-14 20:55:00,16
EPCOT,2022-02-14 21:00:00,16
EPCOT,2022-02-14 21:05:00,18
EPCOT,2022-02-14 21:10:00,15
EPCOT,2022-02-14 21:15:00,15
EPCOT,2022-02-14 21:20:00,15
EPCOT,2022-02-14 21:25:00,16
EPCOT,2022-02-14 21:30:00,16
EPCOT,2022-02-14 21:35:00,18
EPCOT,2022-02-14 21:40:00,19
EPCOT,2022-02-14 21:45:00,18
EPCOT,2022-02-14 21:50:00,18
EPCOT,2022-02-14 21:55:00,18
EPCOT,2022-02-14 22:00:00,18
EPCOT,2022-02-14 22:05:00,16
EPCOT,2022-02-14 22:10:00,15
EPCOT,2022-02-14 22:15:00,15
EPCOT,2022-02-14 22:20:00,15
EPCOT,2022-02-14 22:25:00,15
EPCOT,2022-02-14 22:30:00,15
EPCOT,2022-02-14 22:35:00,14
EPCOT,2022-02-14 22:40:00,12
EPCOT,2022-02-14 22:45:00,12
EPCOT,2022-02-14 22:50:00,12
EPCOT,2022-02-14 22:55:00,12
EPCOT,2022-02-14 23:00:00,12
EPCOT,2022-02-15 09:35:00,16
EPCOT,2022-02-15 09:40:00,16
EPCOT,2022-02-15 09:45:00,16
EPCOT,2022-02-15 09:50:00,18
EPCOT,2022-02-15 09:55:00,18
EPCOT,2022-02-15 10:00:00,19
EPCOT,2022-02-15 10:05:00,18
EPCOT,2022-02-15 10:10:00,20
EPCOT,2022-02-15 10:15:00,24
EPCOT,2022-02-15 10:20:00,24
EPCOT,2022-02-15 10:25:00,25
EPCOT,2022-02-15 10:30:00,28
EPCOT,2022-02-15 10:35:00,26
EPCOT,2022-02-15 10:40:00,28
EPCOT,2022-02-15 10:45:00,26
EPCOT,2022-02-15 10:50:00,25
EPCOT,2022-02-15 10:55:00,25
EPCOT,2022-02-15 11:00:00,28
EPCOT,2022-02-15 11:05:00,28
EPCOT,2022-02-15 11:10:00,29
EPCOT,2022-02-15 11:15:00,32
EPCOT,2022-02-15 11:20:00,32
EPCOT,2022-02-15 11:25:00,31
EPCOT,2022-02-15 11:30:00,31
EPCOT,2022-02-15 11:35:00,29
EPCOT,2022-02-15 11:40:00,30
EPCOT,2022-02-15 11:45:00,30
EPCOT,2022-02-15 11:50:00,30
EPCOT,2022-02-15 11:55:00,30
EPCOT,2022-02-15 12:00:00,30
EPCOT,2022-02-15 12:05:00,30
EPCOT,2022-02-15 12:10:00,30
EPCOT,2022-02-15 12:15:00,30
EPCOT,2022-02-15 12:20:00,30
EPCOT,2022-02-15 12:25:00,30
EPCOT,2022-02-15 12:30:00,30
EPCOT,2022-02-15 12:35:00,29
EPCOT,2022-02-15 12:40:00,29
EPCOT,2022-02-15 12:45:00,29
EPCOT,2022-02-15 12:50:00,29
EPCOT,2022-02-15 12:55:00,26
EPCOT,2022-02-15 13:00:00,28
EPCOT,2022-02-15 13:05:00,28
EPCOT,2022-02-15 13:10:00,26
EPCOT,2022-02-15 13:15:00,26
EPCOT,2022-02-15 13:20:00,26
EPCOT,2022-02-15 13:25:00,26
EPCOT,2022-02-15 13:30:00,26
EPCOT,2022-02-15 13:35:00,27
EPCOT,2022-02-15 13:40:00,27
EPCOT,2022-02-15 13:45:00,27
EPCOT,2022-02-15 13:50:00,27
EPCOT,2022-02-15 13:55:00,28
EPCOT,2022-02-15 14:00:00,28
EPCOT,2022-02-15 14:05:00,28
EPCOT,2022-02-15 14:10:00,28
EPCOT,2022-02-15 14:15:00,28
EPCOT,2022-02-15 14:20:00,28
EPCOT,2022-02-15 14:25:00,30
EPCOT,2022-02-15 14:30:00,30
EPCOT,2022-02-15 14:35:00,30
EPCOT,2022-02-15 14:40:00,30
EPCOT,2022-02-15 14:45:00,30
EPCOT,2022-02-15 14:50:00,29
EPCOT,2022-02-15 14:55:00,28
EPCOT,2022-02-15 15:00:00,28
EPCOT,2022-02-15 15:05:00,28
EPCOT,2022-02-15 15:10:00,29
EPCOT,2022-02-15 15:15:00,29
EPCOT,2022-02-15 15:20:00,28
EPCOT,2022-02-15 15:25:00,28
EPCOT,2022-02-15 15:30:00,28
EPCOT,2022-02-15 15:35:00,28
EPCOT,2022-02-15 15:40:00,28
EPCOT,2022-02-15 15:45:00,30
EPCOT,2022-02-15 15:50:00,30
EPCOT,2022-02-15 15:55:00,30
EPCOT,2022-02-15 16:00:00,30
EPCOT,2022-02-15 16:05:00,26
EPCOT,2022-02-15 16:10:00,33
EPCOT,2022-02-15 16:15:00,32
EPCOT,2022-02-15 16:20:00,32
EPCOT,2022-02-15 16:25:00,33
EPCOT,2022-02-15 16:30:00,34
EPCOT,2022-02-15 16:35:00,32
EPCOT,2022-02-15 16:40:00,30
EPCOT,2022-02-15 16:45:00,30
EPCOT,2022-02-15 16:50:00,30
EPCOT,2022-02-15 16:55:00,32
EPCOT,2022-02-15 17:00:00,32
EPCOT,2022-02-15 17:05:00,32
EPCOT,2022-02-15 17:10:00,31
EPCOT,2022-02-15 17:15:00,31
EPCOT,2022-02-15 17:20:00,33
EPCOT,2022-02-15 17:25:00,34
EPCOT,2022-02-15 17:30:00,34
EPCOT,2022-02-15 17:35:00,35
EPCOT,2022-02-15 17:40:00,35
EPCOT,2022-02-15 17:45:00,34
EPCOT,2022-02-15 17:50:00,31
EPCOT,2022-02-15 17:55:00,29
EPCOT,2022-02-15 18:00:00,29
EPCOT,2022-02-15 18:05:00,26
EPCOT,2022-02-15 18:10:00,25
EPCOT,2022-02-15 18:15:00,24
EPCOT,2022-02-15 18:20:00,24
EPCOT,2022-02-15 18:25:00,24
EPCOT,2022-02-15 18:30:00,23
EPCOT,2022-02-15 18:35:00,23
EPCOT,2022-02-15 18:40:00,23
EPCOT,2022-02-15 18:45:00,22
EPCOT,2022-02-15 18:50:00,23
EPCOT,2022-02-15 18:55:00,23
EPCOT,2022-02-15 19:00:00,23
EPCOT,2022-02-15 19:05:00,23
EPCOT,2022-02-15 19:10:00,23
EPCOT,2022-02-15 19:15:00,23
EPCOT,2022-02-15 19:20:00,16
EPCOT,2022-02-15 19:25:00,24
EPCOT,2022-02-15 19:30:00,22
EPCOT,2022-02-15 19:35:00,22
EPCOT,2022-02-15 19:40:00,22
EPCOT,2022-02-15 19:45:00,22
EPCOT,2022-02-15 19:50:00,21
EPCOT,2022-02-15 19:55:00,21
EPCOT,2022-02-15 20:00:00,21
EPCOT,2022-02-15 20:05:00,20
EPCOT,2022-02-15 20:10:00,20
EPCOT,2022-02-15 20:15:00,20
EPCOT,2022-02-15 20:20:00,20
EPCOT,2022-02-15 20:25:00,20
EPCOT,2022-02-15 20:30:00,18
EPCOT,2022-02-15 20:35:00,18
EPCOT,2022-02-15 20:40:00,18
EPCOT,2022-02-15 20:45:00,16
EPCOT,2022-02-15 20:50:00,14
EPCOT,2022-02-15 20:55:00,12
EPCOT,2022-02-15 21:00:00,12
EPCOT,2022-02-16 09:35:00,18
EPCOT,2022-02-16 09:40:00,18
EPCOT,2022-02-16 09:45:00,20
EPCOT,2022-02-16 09:50:00,23
EPCOT,2022-02-16 09:55:00,21
EPCOT,2022-02-16 10:00:00,20
EPCOT,2022-02-16 10:05:00,19
EPCOT,2022-02-16 10:10:00,22
EPCOT,2022-02-16 10:15:00,22
EPCOT,2022-02-16 10:20:00,24
EPCOT,2022-02-16 10:25:00,29
EPCOT,2022-02-16 10:30:00,29
EPCOT,2022-02-16 10:35:00,36
EPCOT,2022-02-16 10:40:00,34
EPCOT,2022-02-16 10:45:00,34
EPCOT,2022-02-16 10:50:00,34
EPCOT,2022-02-16 10:55:00,34
EPCOT,2022-02-16 11:00:00,36
EPCOT,2022-02-16 11:05:00,36
